,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Random Forest,0,0,0.9371453513749455,0.9320599088343825,0.9345957122646643,4607,0.0,1.9
1,Random Forest,0,1,0.9044566544566545,0.9114118732697631,0.9079209437720238,3251,0.0,1.9
2,Random Forest,1,0,0.9400749063670412,0.9287696577243293,0.93438808748255,5405,0.0,1.9
3,Random Forest,1,1,0.9184149184149184,0.9312419424151268,0.9247839539101674,4654,0.0,1.9
4,Random Forest,2,0,0.9362538612749228,0.9361224203285132,0.9361881361881361,7123,0.0,1.9
5,Random Forest,2,1,0.9365765263451352,0.9367070960546494,0.9366418066494738,7173,0.0,1.9
6,Random Forest,3,0,0.9268941584731059,0.9566618911174785,0.9415428000705011,8376,0.0,1.9
7,Random Forest,3,1,0.9605005440696409,0.9331853261444127,0.9466459327577886,9459,0.0,1.9
8,Random Forest,4,0,0.9318140047785334,0.9360288008861811,0.9339166474787014,10833,0.0,1.9
9,Random Forest,4,1,0.9479573445479123,0.9444818555929667,0.9462164086803343,13365,0.0,1.9
10,Random Forest,5,0,0.9232340039328392,0.9628490298154283,0.9426254826254826,12678,0.0,1.9
11,Random Forest,5,1,0.9708557638759978,0.93923974857827,0.954786101137954,16705,0.0,1.9
12,Random Forest,6,0,0.9283680600491782,0.9542401064183572,0.9411263078487323,15035,0.0,1.9
13,Random Forest,6,1,0.9657165636834761,0.9459657343681359,0.9557391197139686,20487,0.0,1.9
14,Random Forest,7,0,0.9316770186335404,0.926829268292683,0.9292468209977175,18450,0.0,1.9
15,Random Forest,7,1,0.9471768986970301,0.9507482031342053,0.9489591908738093,25461,0.0,1.9
16,Random Forest,8,0,0.9162932425165801,0.9476318472518306,0.931699093270151,21578,0.0,1.9
17,Random Forest,8,1,0.9604770732048546,0.9363087728869037,0.9482389502762432,29329,0.0,1.9
18,Random Forest,9,0,0.9247062786878343,0.9118050076817672,0.9182103282458707,24083,0.0,1.9
19,Random Forest,9,1,0.9387790396033896,0.947959718260667,0.9433470428083183,34358,0.0,1.9
20,Random Forest,10,0,0.9306032551888905,0.929077221228384,0.9298396120850428,26832,0.0,1.9
21,Random Forest,10,1,0.9504736622943993,0.9515633142261595,0.9510181761366595,38380,0.0,1.9
22,Random Forest,11,0,0.9243586189904216,0.9487276750434646,0.9363846249844003,31635,0.0,1.9
23,Random Forest,11,1,0.9629764893859849,0.9449870083325866,0.9538969407827796,44644,0.0,1.9
24,Random Forest,12,0,0.9189915573602875,0.949417516750166,0.9339568024938766,33134,0.0,1.9
25,Random Forest,12,1,0.9648165253169871,0.943098106006197,0.9538337017090557,48733,0.0,1.9
26,Random Forest,13,0,0.9335741785770793,0.9248915826323214,0.9292125984251968,38278,0.0,1.9
27,Random Forest,13,1,0.9459951912239838,0.9523638426626324,0.9491688341060727,52880,0.0,1.9
28,Random Forest,14,0,0.926283763383422,0.9585877036965822,0.9421589123938439,41606,0.0,1.9
29,Random Forest,14,1,0.9690330697340043,0.9444045471265173,0.9565603072801625,57091,0.0,1.9
