,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Random Forest,0,0,0.9304545454545454,0.94201564657156,0.9361994054424879,4346,1.0,3.8
1,Random Forest,0,1,0.9156344158018078,0.8993752055244986,0.9074319840743199,3041,1.0,3.8
2,Random Forest,1,0,0.9329050678087081,0.9397806938702139,0.9363302587982449,5563,1.0,3.8
3,Random Forest,1,1,0.9330803036356372,0.9255002972062611,0.9292748433303492,5047,1.0,3.8
4,Random Forest,2,0,0.9256030223772159,0.9469302809573361,0.9361451980307149,6727,1.0,3.8
5,Random Forest,2,1,0.9497678345293372,0.9294960066097494,0.9395225833391327,7262,1.0,3.8
6,Random Forest,3,0,0.9152623401458109,0.9511861880511737,0.9328785479351931,8051,1.0,3.8
7,Random Forest,3,1,0.9594678217821783,0.9291849780263683,0.9440836208646236,10012,1.0,3.8
8,Random Forest,4,0,0.9251101321585903,0.943543660871264,0.9342359767891683,10238,1.0,3.8
9,Random Forest,4,1,0.9562419562419563,0.9416983523447402,0.9489144316730524,13413,1.0,3.8
10,Random Forest,5,0,0.9187400318979266,0.9136399682791435,0.9161829025844931,12610,1.0,3.8
11,Random Forest,5,1,0.9373958033917792,0.9411832611832612,0.9392857142857143,17325,1.0,3.8
12,Random Forest,6,0,0.9179923381598597,0.9146664941450475,0.9163263983407869,15457,1.0,3.8
13,Random Forest,6,1,0.9387167216466106,0.9411655098523315,0.9399395208187951,21467,1.0,3.8
14,Random Forest,7,0,0.915638189880857,0.9638920134983127,0.9391456832068389,17780,1.0,3.8
15,Random Forest,7,1,0.9734590102939352,0.9371567300803948,0.9549629930041569,25126,1.0,3.8
16,Random Forest,8,0,0.9145270432403897,0.9245099941781486,0.9194914231947695,20612,1.0,3.8
17,Random Forest,8,1,0.9460770723593014,0.9387572641931158,0.9424029549338074,29081,1.0,3.8
18,Random Forest,9,0,0.9251553183504982,0.9411265693926026,0.933072604554343,23576,1.0,3.8
19,Random Forest,9,1,0.96019044341192,0.9491112182122303,0.954618685752577,35273,1.0,3.8
20,Random Forest,10,0,0.9189526656324492,0.9043416741137921,0.911588627193394,26856,1.0,3.8
21,Random Forest,10,1,0.9361961057023644,0.9462308908803374,0.941186751725946,39837,1.0,3.8
22,Random Forest,11,0,0.922275988653429,0.9606173311550628,0.9410562876698334,28769,1.0,3.8
23,Random Forest,11,1,0.9736125020378694,0.9472276980943964,0.9602388882508325,44133,1.0,3.8
24,Random Forest,12,0,0.9271903953287455,0.9199006886767357,0.9235311572700297,33833,1.0,3.8
25,Random Forest,12,1,0.9469864433967801,0.951939905216998,0.9494567136076569,50853,1.0,3.8
26,Random Forest,13,0,0.9216687389222508,0.9430489389346037,0.9322362699846144,36944,1.0,3.8
27,Random Forest,13,1,0.9609241512517643,0.9458693625345058,0.9533373255331891,54701,1.0,3.8
28,Random Forest,14,0,0.9230498037464451,0.9624084103217585,0.942318305060345,40807,1.0,3.8
29,Random Forest,14,1,0.9740136538428961,0.9461256191275443,0.9598671140715515,60771,1.0,3.8
