,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Random Forest,0,0,0.9457898244834482,0.9368397887323944,0.9412935323383085,4544,0.0,1.9
1,Random Forest,0,1,0.8916163141993958,0.9063339731285989,0.8989149057681326,2605,0.0,1.9
2,Random Forest,1,0,0.9329094863643969,0.9420510221321169,0.937457969065232,5919,0.0,1.9
3,Random Forest,1,1,0.9218322698268003,0.9098065677013045,0.915779941136518,4446,0.0,1.9
4,Random Forest,2,0,0.9282019704433497,0.9494834971025448,0.9387221322705194,7938,0.0,1.9
5,Random Forest,2,1,0.9381649961449499,0.9125543722813859,0.9251824817518247,6667,0.0,1.9
6,Random Forest,3,0,0.9280322093608455,0.9613179021999791,0.9443818498412373,9591,0.0,1.9
7,Random Forest,3,1,0.9583473672392501,0.9227110582639715,0.9401916510628925,9251,0.0,1.9
8,Random Forest,4,0,0.92858249419055,0.9512775749880972,0.9397930385700848,12602,0.0,1.9
9,Random Forest,4,1,0.9500528756202717,0.9268312038727086,0.9382983851530491,12601,0.0,1.9
10,Random Forest,5,0,0.9245358090185677,0.9594659693069988,0.9416770794637128,14531,0.0,1.9
11,Random Forest,5,1,0.961318710185854,0.9278651115618661,0.9442957133180659,15776,0.0,1.9
12,Random Forest,6,0,0.9257071249552452,0.9554104822319394,0.9403242915593271,16237,0.0,1.9
13,Random Forest,6,1,0.9608817808515236,0.9345735456408639,0.9475450888456722,19029,0.0,1.9
14,Random Forest,7,0,0.9273881030807983,0.9314488664007006,0.9294140492256906,20554,0.0,1.9
15,Random Forest,7,1,0.9414088489687292,0.9378987488607176,0.9396505208981862,24138,0.0,1.9
16,Random Forest,8,0,0.9214776704761102,0.9437653867749319,0.9324883711005847,23153,0.0,1.9
17,Random Forest,8,1,0.9515372589890568,0.9321082184788158,0.9417225373904075,27426,0.0,1.9
18,Random Forest,9,0,0.9204697601468956,0.950466108389951,0.9352274714810423,25316,0.0,1.9
19,Random Forest,9,1,0.9595105098317781,0.9346144169077871,0.9468988481208278,31796,0.0,1.9
20,Random Forest,10,0,0.9210898919086922,0.9167210860972675,0.9189002962860884,29095,0.0,1.9
21,Random Forest,10,1,0.9316791202594107,0.9353185948424718,0.9334953102045429,35327,0.0,1.9
22,Random Forest,11,0,0.9055045871559633,0.9489501597245914,0.926718458952342,32243,0.0,1.9
23,Random Forest,11,1,0.9571276013856692,0.9200550826239359,0.938225269043698,39940,0.0,1.9
24,Random Forest,12,0,0.9196064180689887,0.9144429619746498,0.9170174216027874,35976,0.0,1.9
25,Random Forest,12,1,0.9348709267879813,0.9388839304687832,0.9368731313216988,47058,0.0,1.9
26,Random Forest,13,0,0.9225059160543031,0.9457582103273916,0.9339873649168379,39158,0.0,1.9
27,Random Forest,13,1,0.9568932275282609,0.9381018702745723,0.9474043784473491,50260,0.0,1.9
28,Random Forest,14,0,0.9216089969228044,0.9623653428267603,0.9415463253005235,43258,0.0,1.9
29,Random Forest,14,1,0.9700581181490473,0.9370880341121081,0.9532880884173619,56285,0.0,1.9
