,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Random Forest,0,0,0.9280473372781065,0.9407389635316699,0.9343500536161088,4168,1.0,9.6
1,Random Forest,0,1,0.9152949245541838,0.8977463841237807,0.9064357276277806,2973,1.0,9.6
2,Random Forest,1,0,0.9271420244802798,0.9399251526492023,0.933489827856025,5077,1.0,9.6
3,Random Forest,1,1,0.9311823104693141,0.9167036872501111,0.9238862771434969,4502,1.0,9.6
4,Random Forest,2,0,0.9164697706740792,0.9549601737871108,0.9353191489361701,6905,1.0,9.6
5,Random Forest,2,1,0.9546382730455076,0.9158970053176603,0.9348664476503357,7146,1.0,9.6
6,Random Forest,3,0,0.9200042950714056,0.951682772409197,0.9355754531557109,9003,1.0,9.6
7,Random Forest,3,1,0.9554485866448177,0.9260472503474291,0.9405181973989314,10074,1.0,9.6
8,Random Forest,4,0,0.9225549624536324,0.9459183673469388,0.9340905968030047,10780,1.0,9.6
9,Random Forest,4,1,0.9550501156515034,0.9353620780789851,0.9451035745622401,13243,1.0,9.6
10,Random Forest,5,0,0.9313182587294262,0.9180439727065959,0.9246334758704948,13190,1.0,9.6
11,Random Forest,5,1,0.9351646374377737,0.9458295420078859,0.9404668556607758,16485,1.0,9.6
12,Random Forest,6,0,0.9195967543643964,0.9372846312887664,0.9283564491606937,15961,1.0,9.6
13,Random Forest,6,1,0.9505654600227171,0.9363689433741973,0.9434137973287587,20556,1.0,9.6
14,Random Forest,7,0,0.9275669642857143,0.9295380829884801,0.9285514775710854,17882,1.0,9.6
15,Random Forest,7,1,0.945822763039085,0.9442798883880661,0.9450506959958755,23295,1.0,9.6
16,Random Forest,8,0,0.9193605214480755,0.9497702352245325,0.9343180038044087,21979,1.0,9.6
17,Random Forest,8,1,0.9613594203913058,0.9375042665028329,0.9492819989977361,29298,1.0,9.6
18,Random Forest,9,0,0.9178719609135678,0.9532074256030282,0.935206036900952,24833,1.0,9.6
19,Random Forest,9,1,0.9643098470422016,0.9368025302858507,0.9503571861000121,33514,1.0,9.6
20,Random Forest,10,0,0.9350241039614337,0.9414702778754837,0.938236118900729,28430,1.0,9.6
21,Random Forest,10,1,0.9568027828976402,0.951959087739236,0.9543747896113313,38717,1.0,9.6
22,Random Forest,11,0,0.9330711179329751,0.9412277023321828,0.9371316621970998,31001,1.0,9.6
23,Random Forest,11,1,0.9566304063221537,0.9504990303202309,0.9535548622068262,42282,1.0,9.6
24,Random Forest,12,0,0.9196837857868299,0.9498228206945428,0.9345103617549438,35275,1.0,9.6
25,Random Forest,12,1,0.9626983625213378,0.9398029090460222,0.9511128693081263,48607,1.0,9.6
26,Random Forest,13,0,0.9218611905380816,0.9608496572651657,0.9409517239549476,36909,1.0,9.6
27,Random Forest,13,1,0.9717469938410401,0.9429666451637385,0.9571405186276492,52706,1.0,9.6
28,Random Forest,14,0,0.9230325143173841,0.9774294517533134,0.9494524810565571,40894,1.0,9.6
29,Random Forest,14,1,0.9832328149978201,0.9419924118486547,0.9621709064405455,57458,1.0,9.6
