,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Random Forest,0,0,0.9287187714875086,0.9478362573099415,0.938180134290345,4275,1.0,7.7
1,Random Forest,0,1,0.9200143472022956,0.8918636995827538,0.9057203389830509,2876,1.0,7.7
2,Random Forest,1,0,0.9340469613259669,0.9366343490304709,0.9353388658367913,5776,1.0,7.7
3,Random Forest,1,1,0.9214760780948295,0.9183237117810562,0.9198971942600127,4677,1.0,7.7
4,Random Forest,2,0,0.9296905347662825,0.9467299578059072,0.9381328803815248,7584,1.0,7.7
5,Random Forest,2,1,0.9420456175584565,0.9236286919831224,0.9327462538172004,7110,1.0,7.7
6,Random Forest,3,0,0.9303172126885075,0.9451606086221471,0.9376801719167671,9464,1.0,7.7
7,Random Forest,3,1,0.9461562402738873,0.9315628192032687,0.9388028205260178,9790,1.0,7.7
8,Random Forest,4,0,0.926936688950059,0.947351499075637,0.9370329146128161,12441,1.0,7.7
9,Random Forest,4,1,0.9498276522405209,0.9303023482631856,0.939963614311704,13329,1.0,7.7
10,Random Forest,5,0,0.9274009270744924,0.9409154136583427,0.9341092917735253,15097,1.0,7.7
11,Random Forest,5,1,0.9472033145901154,0.9350277534326614,0.9410761540723317,17115,1.0,7.7
12,Random Forest,6,0,0.922794740109487,0.9459099849589263,0.9342093986573347,17286,1.0,7.7
13,Random Forest,6,1,0.9544768489215638,0.934770169750143,0.9445207294452073,20972,1.0,7.7
14,Random Forest,7,0,0.9281274281274281,0.9440821971942304,0.9360368302478205,20244,1.0,7.7
15,Random Forest,7,1,0.953912547838124,0.9405861099959856,0.9472024579560155,24910,1.0,7.7
16,Random Forest,8,0,0.9218026901950608,0.9397680673751048,0.9306986899563319,22679,1.0,7.7
17,Random Forest,8,1,0.9538388753717221,0.9398015582340015,0.9467681883741992,30034,1.0,7.7
18,Random Forest,9,0,0.9208111147386367,0.951388628612121,0.9358501695915057,26681,1.0,7.7
19,Random Forest,9,1,0.9623970775832077,0.9382949855842614,0.9501932159725204,35378,1.0,7.7
20,Random Forest,10,0,0.9032449854491974,0.9342633350595546,0.9184923551779549,30896,1.0,7.7
21,Random Forest,10,1,0.9486290975313638,0.9238367367046826,0.936068785643867,40597,1.0,7.7
22,Random Forest,11,0,0.923305096831237,0.9591703703703703,0.9408960776620017,33750,1.0,7.7
23,Random Forest,11,1,0.9686682885791592,0.9406296917777974,0.9544431126992484,45292,1.0,7.7
24,Random Forest,12,0,0.9238907148726376,0.9499920789987855,0.9367596136322216,37874,1.0,7.7
25,Random Forest,12,1,0.9619961073098301,0.9417761800931109,0.9517787659811006,50907,1.0,7.7
26,Random Forest,13,0,0.9283927608023934,0.9096107640557425,0.918905798684434,41620,1.0,7.7
27,Random Forest,13,1,0.9334065000354033,0.947529200359389,0.940414831196162,55650,1.0,7.7
28,Random Forest,14,0,0.9279696989486058,0.9439560682890105,0.93589462129528,45161,1.0,7.7
29,Random Forest,14,1,0.957292070938022,0.9448876600989324,0.9510494199691545,60041,1.0,7.7
