,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.9249555950266429,0.9526640750057169,0.9386053847020388,4373,0.5499153976311336,1.9
1,Neural Network,0,1,0.9194865810968494,0.8749074759437454,0.8966432770718756,2702,0.5499153976311336,1.9
2,Neural Network,1,0,0.9093186372745491,0.9489369118159637,0.928705440900563,5738,1.0,1.9
3,Neural Network,1,1,0.9377655055225149,0.8904800322710771,0.9135112766397683,4958,1.0,1.9
4,Neural Network,2,0,0.9141574220813523,0.950041174855888,0.9317539372728496,7286,0.0,1.9
5,Neural Network,2,1,0.9490053236200616,0.9124461206896551,0.930366707869798,7424,0.0,1.9
6,Neural Network,3,0,0.9221149627029399,0.9346230820547031,0.9283268912203204,8994,1.0,1.9
7,Neural Network,3,1,0.9416319237641453,0.9303648489603766,0.9359644795263936,10196,1.0,1.9
8,Neural Network,4,0,0.9331827265618212,0.9293873312564901,0.9312811619336657,11556,1.0,1.9
9,Neural Network,4,1,0.9425433037600338,0.9456729070999647,0.9441055118665586,14155,1.0,1.9
10,SVM,0,0,0.9348314606741573,0.9416025350837482,0.9382047812359045,4418,1.0,1.9
11,SVM,0,1,0.912274736484189,0.9024554322233435,0.9073385187690227,2973,1.0,1.9
12,SVM,1,0,0.9209219858156028,0.9324955116696589,0.9266726137377341,5570,1.0,1.9
13,SVM,1,1,0.9231712300776461,0.9101531023368251,0.9166159464394401,4964,1.0,1.9
14,SVM,2,0,0.9263931244801774,0.9260080365802965,0.9262005405030836,7217,1.0,1.9
15,SVM,2,1,0.9278963002970564,0.9282723220316088,0.9280842730771827,7403,1.0,1.9
16,SVM,3,0,0.9129464285714286,0.9307088405961998,0.9217420699757732,8789,1.0,1.9
17,SVM,3,1,0.9375256462864178,0.9213630406290957,0.9293740784054508,9919,1.0,1.9
18,SVM,4,0,0.9195191337065247,0.919856788763426,0.9196879302432309,10893,1.0,1.9
19,SVM,4,1,0.9351844977355409,0.9349068507385141,0.9350456536263084,13473,1.0,1.9
20,Random Forest,0,0,0.9404661016949153,0.9296335078534032,0.9350184307530279,4775,0.0,1.9
21,Random Forest,0,1,0.8900523560209425,0.9063645451516161,0.8981343899620274,3001,0.0,1.9
22,Random Forest,1,0,0.9309340188517566,0.945353289244692,0.9380882479924013,5746,1.0,1.9
23,Random Forest,1,1,0.9254510921177588,0.9063008602650546,0.9157758721954657,4301,1.0,1.9
24,Random Forest,2,0,0.9243425314159865,0.9472915560276155,0.9356763490918629,7532,0.0,1.9
25,Random Forest,2,1,0.934042199700947,0.9058975185304544,0.9197546012269938,6206,0.0,1.9
26,Random Forest,3,0,0.9243878550440744,0.9530445319600122,0.9384974891860985,9903,0.0,1.9
27,Random Forest,3,1,0.9484364604125083,0.9172117962466488,0.9325628305075505,9325,0.0,1.9
28,Random Forest,4,0,0.9324334928980617,0.9559900233325288,0.9440648339424759,12429,0.4607142857142857,1.9
29,Random Forest,4,1,0.9534349195539287,0.9286128845037724,0.9408602150537635,12061,0.4607142857142857,1.9
