,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.9260555677094727,0.949528936742934,0.9376453649352087,4458,1.0,1.9
1,Neural Network,0,1,0.9152861445783133,0.8779342723004695,0.896221198156682,2769,1.0,1.9
2,Neural Network,1,0,0.941518407609653,0.9239412273120138,0.9326470075030535,5785,1.0,1.9
3,Neural Network,1,1,0.9031050429420833,0.9251071509136025,0.9139737018052151,4433,1.0,1.9
4,Neural Network,2,0,0.9257357545397621,0.9563979816276362,0.9408171057655594,7729,1.0,1.9
5,Neural Network,2,1,0.9467025146291317,0.9098647210822314,0.9279181522244614,6579,1.0,1.9
6,Neural Network,3,0,0.925281173594132,0.9478060508916049,0.9364081753847676,9982,0.0,1.9
7,Neural Network,3,1,0.9418137145409873,0.9169294335109275,0.9292050024792023,9197,0.0,1.9
8,Neural Network,4,0,0.9029206396876642,0.9654784842646115,0.9331522793404462,12456,0.0,1.9
9,Neural Network,4,1,0.9624027279881088,0.8948780487804878,0.9274128996924633,12300,0.0,1.9
