,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.9160796941034414,0.9672758181045474,0.9409819121447028,4706,0.43051546391752576,1.9
1,Neural Network,0,1,0.9402869329197363,0.8532723434201267,0.894668880280391,2842,0.43051546391752576,1.9
2,Neural Network,1,0,0.9357205240174673,0.9297119055883374,0.9327065378253678,5762,0.42875647668393785,1.9
3,Neural Network,1,1,0.9050410316529894,0.912961210974456,0.9089838690686447,4228,0.42875647668393785,1.9
4,Neural Network,2,0,0.9321989183485029,0.9442811330839124,0.938201128443412,7484,1.0,1.9
5,Neural Network,2,1,0.93581653070648,0.9220503488019411,0.9288824383164006,6594,1.0,1.9
6,Neural Network,3,0,0.9394283355690847,0.9241701350116739,0.9317367720806468,9851,1.0,1.9
7,Neural Network,3,1,0.9232902033271719,0.9387137189392357,0.9309380824187202,9578,1.0,1.9
8,Neural Network,4,0,0.9323837452869711,0.9271015579438474,0.9297351491352661,12003,1.0,1.9
9,Neural Network,4,1,0.9350215357195901,0.9397671294223018,0.9373883263847529,13398,1.0,1.9
10,Random Forest,0,0,0.9284220311410644,0.9464581852641554,0.9373533552322854,4221,1.0,1.9
11,Random Forest,0,1,0.9226027397260274,0.8974017321785477,0.9098277608915907,3002,1.0,1.9
12,Random Forest,1,0,0.9241000177336407,0.9457350272232304,0.9347923580590187,5510,1.0,1.9
13,Random Forest,1,1,0.937786100707449,0.9132725430597771,0.9253670054409199,4935,1.0,1.9
14,Random Forest,2,0,0.9382378347250216,0.9113410711788561,0.9245938852238065,7151,1.0,1.9
15,Random Forest,2,1,0.9146012931034483,0.9405734866324976,0.9274055862869631,7219,1.0,1.9
16,Random Forest,3,0,0.9234484175914509,0.9520127118644067,0.9375130398497808,9440,1.0,1.9
17,Random Forest,3,1,0.9563120840968271,0.9301191257855735,0.9430337612933903,10661,1.0,1.9
18,Random Forest,4,0,0.9390800561797753,0.9313136589187777,0.9351807334236636,11487,1.0,1.9
19,Random Forest,4,1,0.9425764192139738,0.9491388787101502,0.9458462662041264,13645,1.0,1.9
