,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.930158052114481,0.9579850417949846,0.9438664932813177,4546,1.0,11.5
1,Neural Network,0,1,0.9367968232958306,0.8964534515516149,0.9161812297734628,3158,1.0,11.5
2,Neural Network,1,0,0.9277965498844033,0.9530507855316039,0.9402541227358745,5474,1.0,11.5
3,Neural Network,1,1,0.9476471786514565,0.9197311190193752,0.9334804856024883,5058,1.0,11.5
4,Neural Network,2,0,0.9295400531245631,0.936346993381214,0.932931107057668,7101,1.0,11.5
5,Neural Network,2,1,0.9387865655471289,0.9322216245293168,0.9354925775978408,7436,1.0,11.5
6,Neural Network,3,0,0.9111134766872472,0.9601750056091541,0.9350010924186148,8914,1.0,11.5
7,Neural Network,3,1,0.9650934119960669,0.9215962441314554,0.9428434197886648,10650,1.0,11.5
8,Neural Network,4,0,0.8570130513794812,0.9788659307481838,0.9138956177053513,10599,1.0,11.5
9,Neural Network,4,1,0.9805959805959806,0.8673664853267948,0.9205122992478146,13051,1.0,11.5
10,SVM,0,0,0.9272207563764292,0.9383622607921673,0.9327582393275824,4494,1.0,11.5
11,SVM,0,1,0.9023616496298907,0.8855067450709098,0.893854748603352,2891,1.0,11.5
12,SVM,1,0,0.920754087420754,0.9474678111587983,0.9339199593874271,5825,1.0,11.5
13,SVM,1,1,0.9367768595041323,0.9051706927530445,0.9207026094019698,5009,1.0,11.5
14,SVM,2,0,0.9148876404494382,0.9244961680386035,0.919666807849781,7046,1.0,11.5
15,SVM,2,1,0.9257605358638012,0.9162983425414365,0.921005136748577,7240,1.0,11.5
16,SVM,3,0,0.9250132766861391,0.9185739900854341,0.9217823878069432,9481,1.0,11.5
17,SVM,3,1,0.9243878550440744,0.9304022082018928,0.9273852805345387,10144,1.0,11.5
18,SVM,4,0,0.9112647892017997,0.9252961082910321,0.9182268491310552,11820,1.0,11.5
19,SVM,4,1,0.9334839924670433,0.9208590324738054,0.9271285350890318,13457,1.0,11.5
20,Random Forest,0,0,0.9220203810367745,0.9504453071477507,0.9360170920949062,4379,1.0,11.5
21,Random Forest,0,1,0.9333947206875384,0.8962569997052756,0.9144489550443543,3393,1.0,11.5
22,Random Forest,1,0,0.9349716446124764,0.9386980451698614,0.9368311393124348,5269,1.0,11.5
23,Random Forest,1,1,0.9331678046761845,0.9291306139266584,0.9311448332817177,4854,1.0,11.5
24,Random Forest,2,0,0.9190301249081557,0.9511787072243346,0.9348281016442451,6575,1.0,11.5
25,Random Forest,2,1,0.9552301255230126,0.9255405405405406,0.9401509951956074,7400,1.0,11.5
26,Random Forest,3,0,0.9163607159247361,0.941197266085317,0.9286129519823276,8486,1.0,11.5
27,Random Forest,3,1,0.9511741682974559,0.9302392344497608,0.9405902273826802,10450,1.0,11.5
28,Random Forest,4,0,0.9233449477351916,0.9279395503133063,0.9256365474767901,10852,1.0,11.5
29,Random Forest,4,1,0.9453223325409034,0.941766508776818,0.9435410705562147,14356,1.0,11.5
