,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.934300518134715,0.9534686971235194,0.9437872919501727,4728,1.0,3.8
1,Neural Network,0,1,0.9213161659513591,0.8904251641894227,0.9056073123571806,2893,1.0,3.8
2,Neural Network,1,0,0.9275077728685976,0.9538875799394143,0.940512735418568,5942,1.0,3.8
3,Neural Network,1,1,0.9318746892093486,0.8942973037461226,0.9126993790332399,4191,1.0,3.8
4,Neural Network,2,0,0.919478439894773,0.9636777751138815,0.9410594088381621,8342,1.0,3.8
5,Neural Network,2,1,0.9509788060184436,0.8930416286842905,0.9211000548460393,6582,1.0,3.8
6,Neural Network,3,0,0.9351712457659014,0.9315774674289999,0.9333708973094802,10669,1.0,3.8
7,Neural Network,3,1,0.9223569453307807,0.926396752483709,0.9243724351116559,9361,1.0,3.8
8,Neural Network,4,0,0.9297124600638977,0.9261195726301432,0.9279125384352579,13197,1.0,3.8
9,Neural Network,4,1,0.9217433180833132,0.925531914893617,0.923633731451321,12408,1.0,3.8
10,SVM,0,0,0.937841043890866,0.9445639187574671,0.9411904761904761,4185,1.0,3.8
11,SVM,0,1,0.9229747675962815,0.9138724523339908,0.918401057152296,3042,1.0,3.8
12,SVM,1,0,0.9152394267738553,0.9375223773720014,0.9262469048461266,5586,0.0,3.8
13,SVM,1,1,0.9317826426896012,0.9076542269611576,0.9195601851851851,5252,0.0,3.8
14,SVM,2,0,0.9242382651660719,0.9257629914764917,0.9250000000000002,7274,0.0,3.8
15,SVM,2,1,0.9299883313885647,0.9285436893203883,0.9292654488923435,7725,0.0,3.8
16,SVM,3,0,0.9234167893961709,0.925754060324826,0.9245839477564779,9482,1.0,3.8
17,SVM,3,1,0.9340638756204926,0.9319689748621625,0.9330152493217326,10701,1.0,3.8
18,SVM,4,0,0.9204799338022341,0.9246882793017457,0.9225793074849677,12030,1.0,3.8
19,SVM,4,1,0.935949098621421,0.9323239436619718,0.9341330040571529,14200,1.0,3.8
20,Random Forest,0,0,0.9322033898305084,0.9478458049886621,0.9399595232741172,4410,0.48106194690265486,3.8
21,Random Forest,0,1,0.9247135842880524,0.9028443592201981,0.9136481241914618,3129,0.48106194690265486,3.8
22,Random Forest,1,0,0.916984006092917,0.957455268389662,0.9367827270958957,5030,1.0,3.8
23,Random Forest,1,1,0.9546706206312222,0.9117944568076067,0.9327400662251656,4943,1.0,3.8
24,Random Forest,2,0,0.9246208058832541,0.9379857009636308,0.9312553043746624,6434,1.0,3.8
25,Random Forest,2,1,0.9447597950989893,0.932750136686714,0.9387165554714905,7316,1.0,3.8
26,Random Forest,3,0,0.9153754469606674,0.9522628642281463,0.9334548769371012,8065,1.0,3.8
27,Random Forest,3,1,0.9599167100468506,0.9284994964753273,0.9439467622216535,9930,1.0,3.8
28,Random Forest,4,0,0.9168264402446819,0.9606811441691381,0.9382416145006073,10453,1.0,3.8
29,Random Forest,4,1,0.9697103692239664,0.9352477077262066,0.9521673058832043,14069,1.0,3.8
