,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.9125443539970779,0.9598243688254665,0.9355874170768244,4555,1.0,9.6
1,Neural Network,0,1,0.9370917841182537,0.8667726550079491,0.9005616121572513,3145,1.0,9.6
2,Neural Network,1,0,0.9127155172413793,0.9641434262948207,0.9377248823692222,5271,1.0,9.6
3,Neural Network,1,1,0.9571525731126729,0.8967714528462192,0.9259787257374713,4708,1.0,9.6
4,Neural Network,2,0,0.9119759697009272,0.9590715561049307,0.9349310483331101,7281,1.0,9.6
5,Neural Network,2,1,0.958069508934853,0.9099291727916611,0.9333790267306374,7483,1.0,9.6
6,Neural Network,3,0,0.9018721755971595,0.971375593927454,0.9353344864141049,8629,1.0,9.6
7,Neural Network,3,1,0.9732683982683983,0.9079252902574457,0.9394620005223296,9905,1.0,9.6
8,Neural Network,4,0,0.9088694396823964,0.9370232558139535,0.9227316447579352,10750,1.0,9.6
9,Neural Network,4,1,0.9498109570761362,0.9269280856605412,0.9382300172091831,13822,1.0,9.6
10,SVM,0,0,0.9245283018867925,0.9457720588235294,0.9350295320308951,4352,1.0,9.6
11,SVM,0,1,0.9193989071038251,0.8890356671070013,0.9039623908663532,3028,1.0,9.6
12,SVM,1,0,0.927117031398668,0.9313706748231696,0.9292389853137516,5231,1.0,9.6
13,SVM,1,1,0.922579253827906,0.9178287921046986,0.9201978920197893,4661,1.0,9.6
14,SVM,2,0,0.9345942824140918,0.925242995997713,0.929895130010056,6996,1.0,9.6
15,SVM,2,1,0.9258050787345723,0.9350909872474567,0.9304248645566011,6979,1.0,9.6
16,SVM,3,0,0.9234625668449198,0.9322910808682938,0.9278558235853809,8891,1.0,9.6
17,SVM,3,1,0.9384583929666734,0.9303739738522347,0.9343986971347142,9867,1.0,9.6
18,SVM,4,0,0.924102079395085,0.9186319646716151,0.9213589030768505,10643,1.0,9.6
19,SVM,4,1,0.9323596032179958,0.9369701726844584,0.9346592021297419,12740,1.0,9.6
20,Random Forest,0,0,0.9259743087306771,0.9480606330806955,0.936887322392334,4486,1.0,9.6
21,Random Forest,0,1,0.925032175032175,0.8942457231726283,0.9093784595919658,3215,1.0,9.6
22,Random Forest,1,0,0.9330847723704867,0.9386103434662456,0.9358394016925802,5066,1.0,9.6
23,Random Forest,1,1,0.9352353186172429,0.9294288079470199,0.9323230226281918,4832,1.0,9.6
24,Random Forest,2,0,0.9199298655756867,0.9491934268053671,0.9343325665949396,6633,1.0,9.6
25,Random Forest,2,1,0.9523135701146173,0.9247045891728497,0.9383060299756013,7278,1.0,9.6
26,Random Forest,3,0,0.9197831378623589,0.9479986315429353,0.9336777671702139,8769,1.0,9.6
27,Random Forest,3,1,0.956010032799537,0.9318288669487541,0.9437645826389219,10635,1.0,9.6
28,Random Forest,4,0,0.9355686452197554,0.9428310502283105,0.9391858085057995,10950,1.0,9.6
29,Random Forest,4,1,0.9543432280650572,0.9484633227022325,0.9513941905696731,13796,1.0,9.6
