,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.9114718614718614,0.9488508337088779,0.9297858246853611,4438,0.49598163030998854,1.9
1,Neural Network,0,1,0.9200704225352113,0.8646591661151555,0.8915046059365405,3022,0.49598163030998854,1.9
2,Neural Network,1,0,0.9319914012116475,0.933816330526728,0.9329029733959311,5107,0.0,1.9
3,Neural Network,1,1,0.9267288098851073,0.9247242050616483,0.925725422260719,4623,0.0,1.9
4,Neural Network,2,0,0.9191507311586051,0.9518054746651136,0.9351931330472103,6868,1.0,1.9
5,Neural Network,2,1,0.9543700027570995,0.9233128834355828,0.9385845986984815,7498,1.0,1.9
6,Neural Network,3,0,0.9104798794921455,0.9472741520205978,0.9285126460745048,8933,1.0,1.9
7,Neural Network,3,1,0.9557621865314173,0.9244186046511628,0.9398291387670283,11008,1.0,1.9
8,Neural Network,4,0,0.8952879581151832,0.9563413314089843,0.924808094905792,11086,0.0,1.9
9,Neural Network,4,1,0.9653964395510116,0.9158922878654276,0.9399930386355726,14743,0.0,1.9
10,SVM,0,0,0.936596937675221,0.9418781175450011,0.9392301038062283,4611,0.0,1.9
11,SVM,0,1,0.9025100036376864,0.894054054054054,0.8982621288921072,2775,0.0,1.9
12,SVM,1,0,0.9306607019958706,0.9374350086655112,0.934035572439993,5770,0.0,1.9
13,SVM,1,1,0.9151187397131436,0.9061699650756694,0.9106223678053345,4295,0.0,1.9
14,SVM,2,0,0.9318738101713353,0.9273342354533153,0.9295984807379273,7390,1.0,1.9
15,SVM,2,1,0.9138871071199487,0.9191935483870968,0.9165326471534256,6200,1.0,1.9
16,SVM,3,0,0.9357315200701908,0.9041008795167956,0.9196443007275666,9437,0.0,1.9
17,SVM,3,1,0.8973457350272233,0.9310344827586207,0.9138797435453128,8497,0.0,1.9
18,SVM,4,0,0.9239448751076658,0.9414604177637353,0.9326204138410712,11394,1.0,1.9
19,SVM,4,1,0.9424503882657463,0.9252075215991868,0.9337493588647633,11806,1.0,1.9
20,Random Forest,0,0,0.9353211009174311,0.9470506270320483,0.9411493191783984,4306,1.0,1.9
21,Random Forest,0,1,0.9183381088825215,0.9009135628952917,0.9095423909187655,2846,1.0,1.9
22,Random Forest,1,0,0.9372667496001422,0.9359361135758651,0.9366009589770912,5635,0.0,1.9
23,Random Forest,1,1,0.9226318045435062,0.9242164018892228,0.9234234234234234,4658,0.0,1.9
24,Random Forest,2,0,0.9313008690853911,0.9362085702399112,0.9337482710926693,7211,0.0,1.9
25,Random Forest,2,1,0.9347702779353375,0.9297602256699576,0.9322585207184274,7090,0.0,1.9
26,Random Forest,3,0,0.926518973459092,0.9248959929932121,0.925706771860618,9134,0.0,1.9
27,Random Forest,3,1,0.9322937228582708,0.9337682878608146,0.9330304227578032,10116,0.0,1.9
28,Random Forest,4,0,0.9244857217255447,0.9448239155504302,0.9345441782925331,11273,0.0,1.9
29,Random Forest,4,1,0.9524246596297996,0.9346944903167692,0.9434762842854978,13322,0.0,1.9
