,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.938592750533049,0.9357993197278912,0.9371939535873962,4704,1.0,1.9
1,Neural Network,0,1,0.8996677740863788,0.9038718291054739,0.9017649017649018,2996,1.0,1.9
2,Neural Network,1,0,0.9018734643734644,0.9659539473684211,0.9328144853875475,6080,0.0,1.9
3,Neural Network,1,1,0.9485330681253108,0.8565334530758868,0.9001887682869278,4454,0.0,1.9
4,Neural Network,2,0,0.9371513573819263,0.9331029375462848,0.9351227657863813,8102,1.0,1.9
5,Neural Network,2,1,0.9183365978604792,0.9232050893668585,0.9207644081879296,6602,1.0,1.9
6,Neural Network,3,0,0.930205392777183,0.9233742390569137,0.9267772282028902,10349,1.0,1.9
7,Neural Network,3,1,0.9140751977462347,0.9216650278597182,0.9178544228049178,9153,1.0,1.9
8,Neural Network,4,0,0.9157911493155046,0.9178366305041481,0.9168127490039841,12536,0.0,1.9
9,Neural Network,4,1,0.9177776003831724,0.9157307845479888,0.916753049996013,12555,0.0,1.9
10,SVM,0,0,0.9278195488721804,0.9494394372389536,0.9385049978270318,4549,1.0,1.9
11,SVM,0,1,0.9225328393398451,0.8907317073170732,0.9063534083388485,3075,1.0,1.9
12,SVM,1,0,0.9234952864394489,0.9283761618370694,0.9259292920112697,5487,1.0,1.9
13,SVM,1,1,0.915027027027027,0.9093253115599484,0.9121672594029528,4654,1.0,1.9
14,SVM,2,0,0.906832298136646,0.9360338044586916,0.9212016921201692,6863,1.0,1.9
15,SVM,2,1,0.9334243251440704,0.9031548055759354,0.9180401223059139,6815,1.0,1.9
16,SVM,3,0,0.9083234116246347,0.9349376114081996,0.9214383749656876,8976,0.0,1.9
17,SVM,3,1,0.9367896958545298,0.9108608713954957,0.9236433488074275,9502,0.0,1.9
18,SVM,4,0,0.9161582708732787,0.9397461112104416,0.927802294792586,11186,1.0,1.9
19,SVM,4,1,0.9460972488803583,0.9247967479674797,0.935325743200506,12792,1.0,1.9
20,Random Forest,0,0,0.9334500875656743,0.9469242727070841,0.9401389042001984,4503,1.0,1.9
21,Random Forest,0,1,0.9174438687392056,0.8972972972972973,0.9072587532023911,2960,1.0,1.9
22,Random Forest,1,0,0.9329854883417577,0.9517631403858948,0.942280773981062,6012,0.0,1.9
23,Random Forest,1,1,0.9339858866378329,0.9089499335400975,0.921297855619176,4514,0.0,1.9
24,Random Forest,2,0,0.9333772218564845,0.9295830055074744,0.9314762499178767,7626,1.0,1.9
25,Random Forest,2,1,0.9207847765157103,0.9250148192056906,0.9228949508390627,6748,1.0,1.9
26,Random Forest,3,0,0.9282113329300262,0.9495616297060341,0.9387651047774435,9695,1.0,1.9
27,Random Forest,3,1,0.9471237024221453,0.9248231443353394,0.9358405897750949,9471,1.0,1.9
28,Random Forest,4,0,0.9230896323833127,0.9545532205706475,0.9385578094158162,11706,0.7260379953580332,1.9
29,Random Forest,4,1,0.9562679819153309,0.9258993950971028,0.940838691414938,12564,0.7260379953580332,1.9
