,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.9120330147697654,0.9593328763993603,0.9350851798240731,4377,0.0,1.9
1,Neural Network,0,1,0.940922668436774,0.875,0.906764752918599,3240,0.0,1.9
2,Neural Network,1,0,0.929190484971418,0.9434562815952069,0.9362690449646971,5341,1.0,1.9
3,Neural Network,1,1,0.9388911371914205,0.9235668789808917,0.9311659642785471,5024,1.0,1.9
4,Neural Network,2,0,0.9182263173049237,0.9560785489431869,0.9367702137034588,6671,0.0,1.9
5,Neural Network,2,1,0.9574004070950858,0.9205927582832378,0.9386358776993801,7153,0.0,1.9
6,Neural Network,3,0,0.9168981481481482,0.9514773000240211,0.9338677354709418,8326,0.0,1.9
7,Neural Network,3,1,0.9571034189849225,0.926222770242499,0.9414099216710182,9732,0.0,1.9
8,Neural Network,4,0,0.9244378916328787,0.9227373068432672,0.9235868164242313,10872,1.0,1.9
9,Neural Network,4,1,0.9362912400455062,0.9377136346372958,0.937001897533207,13165,1.0,1.9
10,SVM,0,0,0.9377885249505385,0.9440141624253153,0.9408910454344949,4519,1.0,1.9
11,SVM,0,1,0.9027671022290545,0.8924772036474165,0.8975926633549866,2632,1.0,1.9
12,SVM,1,0,0.9487270155586988,0.9073385187690226,0.927571305099395,5914,0.0,1.9
13,SVM,1,1,0.8798772468215695,0.9326208178438662,0.9054816151590345,4304,0.0,1.9
14,SVM,2,0,0.9298337478727582,0.936824056977051,0.9333158136784706,7582,0.0,1.9
15,SVM,2,1,0.9297550960551401,0.9220477021524142,0.9258853596202994,6876,0.0,1.9
16,SVM,3,0,0.931566414742727,0.9321454470112919,0.9318558409279205,9653,0.0,1.9
17,SVM,3,1,0.928804347826087,0.9281990006517489,0.9285015755731827,9206,0.0,1.9
18,SVM,4,0,0.9191943900848011,0.9667266958236858,0.9423615464994776,11661,1.0,1.9
19,SVM,4,1,0.9679020516214427,0.921913166811126,0.9443480366439323,12691,1.0,1.9
20,Random Forest,0,0,0.9267241379310345,0.9495583449558345,0.9380022962112513,4302,0.0,1.9
21,Random Forest,0,1,0.9272300469483568,0.895401554404145,0.9110378912685337,3088,0.0,1.9
22,Random Forest,1,0,0.9445263545890159,0.9227583723442564,0.9335154826958105,5554,0.5750883392226148,1.9
23,Random Forest,1,1,0.9134557191849909,0.9376682542969559,0.9254036378499897,4829,0.5750883392226148,1.9
24,Random Forest,2,0,0.923466735966736,0.9584625758597438,0.9406392694063928,7415,0.0,1.9
25,Random Forest,2,1,0.9570552147239264,0.9209714209043338,0.9386666666666666,7453,0.0,1.9
26,Random Forest,3,0,0.9297728265618174,0.9607267802731069,0.9449963922961647,8861,1.0,1.9
27,Random Forest,3,1,0.9610868835961087,0.9303961896514397,0.9454925471646224,9238,1.0,1.9
28,Random Forest,4,0,0.9297517009808253,0.9523033758711196,0.9408924260037557,11049,1.0,1.9
29,Random Forest,4,1,0.9586828694629557,0.9389541580281041,0.9487159593451782,13023,1.0,1.9
