,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.938062815725895,0.9503782821539831,0.9441803912899304,4494,1.0,17.299999999999997
1,Neural Network,0,1,0.9213126323218066,0.9025233321811269,0.9118211978348176,2893,1.0,17.299999999999997
2,Neural Network,1,0,0.9406322282189669,0.9231933409004919,0.9318312010693145,5286,1.0,17.299999999999997
3,Neural Network,1,1,0.9138735680950361,0.9332755632582322,0.9234726688102894,4616,1.0,17.299999999999997
4,Neural Network,2,0,0.9273207337409672,0.9388013505908835,0.9330257270693514,7108,1.0,17.299999999999997
5,Neural Network,2,1,0.9438274793388429,0.9332226762002043,0.9384951206985106,7832,1.0,17.299999999999997
6,Neural Network,3,0,0.9269586814179273,0.945858772030872,0.9363133588003877,8681,1.0,17.299999999999997
7,Neural Network,3,1,0.9561730697500932,0.9406476470048619,0.9483468208092485,10901,1.0,17.299999999999997
8,Neural Network,4,0,0.9326133111788055,0.9304660158408546,0.9315384260753309,10858,1.0,17.299999999999997
9,Neural Network,4,1,0.9461406762733628,0.9478310583863361,0.9469851129913248,13993,1.0,17.299999999999997
10,SVM,0,0,0.9287604764005294,0.9426908439668682,0.9356738140206645,4467,1.0,17.299999999999997
11,SVM,0,1,0.9147519147519148,0.8947882736156352,0.9046599703606125,3070,1.0,17.299999999999997
12,SVM,1,0,0.9249116607773852,0.9459703650162631,0.9353224941933179,5534,1.0,17.299999999999997
13,SVM,1,1,0.9352393329001516,0.910394265232975,0.9226495726495727,4743,1.0,17.299999999999997
14,SVM,2,0,0.9204185598237643,0.9309288399944298,0.9256438659651066,7181,1.0,17.299999999999997
15,SVM,2,1,0.9267680496087406,0.9156819839533188,0.9211916642207222,6855,1.0,17.299999999999997
16,SVM,3,0,0.9199445688092954,0.9280567802989569,0.9239828693790151,9299,1.0,17.299999999999997
17,SVM,3,1,0.9291313559322034,0.9211300147027935,0.9251133846640649,9522,1.0,17.299999999999997
18,SVM,4,0,0.9233906721049832,0.921674484467652,0.9225317801302209,11299,1.0,17.299999999999997
19,SVM,4,1,0.9277019851319337,0.9292962356792144,0.9284984260659827,12220,1.0,17.299999999999997
20,Random Forest,0,0,0.9356592659719075,0.9500805152979066,0.9428147471749799,4347,1.0,17.299999999999997
21,Random Forest,0,1,0.9249394673123487,0.9039891818796484,0.9143443323645067,2958,1.0,17.299999999999997
22,Random Forest,1,0,0.933050534857986,0.9449010085917071,0.9389383815887156,5354,1.0,17.299999999999997
23,Random Forest,1,1,0.9363400949503669,0.9227988090174394,0.9295201371036848,4702,1.0,17.299999999999997
24,Random Forest,2,0,0.9420723028750356,0.9397983813715746,0.9409339682990973,7043,1.0,17.299999999999997
25,Random Forest,2,1,0.9355034986309705,0.9379289309135276,0.936714644733836,6557,1.0,17.299999999999997
26,Random Forest,3,0,0.9337877312560857,0.9437944231820667,0.938764411572765,9145,1.0,17.299999999999997
27,Random Forest,3,1,0.9460763743180864,0.9364485981308411,0.941237866611001,9630,1.0,17.299999999999997
28,Random Forest,4,0,0.9390441993673592,0.9319531647717632,0.9354852446450623,11786,1.0,17.299999999999997
29,Random Forest,4,1,0.9362480127186009,0.9429189016091586,0.939571616608831,12491,1.0,17.299999999999997
