,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.9260094743965712,0.9445467096180395,0.9351862398906481,4346,0.0,3.8
1,Neural Network,0,1,0.9182496607869742,0.8919275123558484,0.904897208758148,3035,0.0,3.8
2,Neural Network,1,0,0.9025357943764016,0.9663834503140007,0.9333690125769334,5414,1.0,3.8
3,Neural Network,1,1,0.9571361281205841,0.8779434003024411,0.9158309859154931,4629,1.0,3.8
4,Neural Network,2,0,0.9334738109572547,0.9204511724547343,0.9269167538484532,6738,0.0,3.8
5,Neural Network,2,1,0.9259975148419163,0.9381731710728773,0.9320455808782657,7149,0.0,3.8
6,Neural Network,3,0,0.9306713470820536,0.917585983127839,0.924082343971245,9246,0.0,3.8
7,Neural Network,3,1,0.9274285714285714,0.9390549662487946,0.9332055582175371,10370,0.0,3.8
8,Neural Network,4,0,0.9160512689924455,0.9394968224949943,0.9276259240158158,11487,0.0,3.8
9,Neural Network,4,1,0.9481614082195868,0.9278154879205898,0.9378781171609857,13701,0.0,3.8
10,SVM,0,0,0.9271923703186787,0.9483702117535094,0.9376617266525523,4203,1.0,3.8
11,SVM,0,1,0.921886249100072,0.8910925539318023,0.9062278839348903,2874,1.0,3.8
12,SVM,1,0,0.9316894368543819,0.9445945945945946,0.9380976346250629,5920,1.0,3.8
13,SVM,1,1,0.9299743808710503,0.9139739823751574,0.9219047619047619,4766,1.0,3.8
14,SVM,2,0,0.9302104548540394,0.9356733133023764,0.9329338871110506,7322,0.0,3.8
15,SVM,2,1,0.9296489917849141,0.9237162362718908,0.9266731184396635,6738,0.0,3.8
16,SVM,3,0,0.9336434108527132,0.9289387083504731,0.9312851177895768,9724,0.0,3.8
17,SVM,3,1,0.9327493917274939,0.9372188539018189,0.9349787815228525,10226,0.0,3.8
18,SVM,4,0,0.925728987993139,0.9244604316546763,0.9250942749400068,11676,0.4517393042782887,3.8
19,SVM,4,1,0.9341151863748413,0.9352329668685962,0.9346737424321698,13371,0.4517393042782887,3.8
20,Random Forest,0,0,0.9434894714224323,0.9346530438484462,0.9390504704875963,4698,0.0,3.8
21,Random Forest,0,1,0.8908250355618776,0.9049855491329479,0.8978494623655914,2768,0.0,3.8
22,Random Forest,1,0,0.9411861343847544,0.9486669978473257,0.9449117598548573,6039,1.0,3.8
23,Random Forest,1,1,0.9276546091015169,0.9173782598661435,0.922487816198654,4333,1.0,3.8
24,Random Forest,2,0,0.9470138618992098,0.9382620972917469,0.9426176660219214,7791,0.6570803901782711,3.8
25,Random Forest,2,1,0.9251594834292827,0.9356412273800158,0.9303708339852919,6355,0.6570803901782711,3.8
26,Random Forest,3,0,0.941295762621411,0.9202754878430555,0.9306669480793583,9583,0.0,3.8
27,Random Forest,3,1,0.912274658399357,0.935256032960565,0.9236224133922343,8495,0.0,3.8
28,Random Forest,4,0,0.9346854040242734,0.9574676918043514,0.945939393939394,12226,0.2417123224069087,3.8
29,Random Forest,4,1,0.9539374612454602,0.9294036420126003,0.9415107536282566,11587,0.2417123224069087,3.8
