,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Random Forest,0,0,0.9230769230769231,0.9517144856543037,0.9371769840358333,4287,1.0,7.7
1,Random Forest,0,1,0.930161943319838,0.8902163383919922,0.9097508661936974,3097,1.0,7.7
2,Random Forest,1,0,0.9221611721611722,0.9367441860465117,0.9293954776188279,5375,1.0,7.7
3,Random Forest,1,1,0.9204492278895648,0.9025005735260381,0.9113865400208503,4359,1.0,7.7
4,Random Forest,2,0,0.9108543717016118,0.9420268476176428,0.926178390137781,6779,1.0,7.7
5,Random Forest,2,1,0.9422737955346651,0.9112215909090909,0.9264875794338533,7040,1.0,7.7
6,Random Forest,3,0,0.9254818993888105,0.9215823970037453,0.9235280319024162,8544,1.0,7.7
7,Random Forest,3,1,0.9336633663366337,0.9370031796502385,0.9353302916088079,10064,1.0,7.7
8,Random Forest,4,0,0.9147279804471802,0.9533918294178696,0.9336597985771042,10599,1.0,7.7
9,Random Forest,4,1,0.9604863221884499,0.9272586872586872,0.9435800722929436,12950,1.0,7.7
