,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.9115997307606013,0.9519681349578257,0.9313467048710603,4268,1.0,1.9
1,Neural Network,0,1,0.923848439821694,0.8632419298854564,0.8925174950654945,2881,1.0,1.9
2,Neural Network,1,0,0.9287146763901549,0.9415896487985213,0.9351078476365304,5410,1.0,1.9
3,Neural Network,1,1,0.9308231173380035,0.9157872065474908,0.9232439474541309,4643,1.0,1.9
4,Neural Network,2,0,0.9145352464129757,0.970603813559322,0.94173572300379,7552,0.0,1.9
5,Neural Network,2,1,0.9655386525923626,0.9007965242577842,0.9320446542294148,6905,0.0,1.9
6,Neural Network,3,0,0.8901445734066381,0.9491911844533709,0.9187201176903272,9211,1.0,1.9
7,Neural Network,3,1,0.9507679360403956,0.8933478303845014,0.9211639402741681,10117,1.0,1.9
8,Neural Network,4,0,0.9318673707904077,0.9350243224461432,0.9334431773836881,11512,1.0,1.9
9,Neural Network,4,1,0.9459224985540775,0.943262922644366,0.9445908385373425,13871,1.0,1.9
10,Random Forest,0,0,0.9194764862466726,0.9530926649804553,0.9359828384328779,4349,1.0,1.9
11,Random Forest,0,1,0.9247787610619469,0.8735632183908046,0.8984416980118216,2871,1.0,1.9
12,Random Forest,1,0,0.9002441576560865,0.9476776207086469,0.9233521151954207,5447,1.0,1.9
13,Random Forest,1,1,0.9338132837900603,0.8754626605704333,0.903697044611754,4593,1.0,1.9
14,Random Forest,2,0,0.9044136191677176,0.9590799679058571,0.9309449636552439,7478,1.0,1.9
15,Random Forest,2,1,0.9523512924322641,0.8897294151876637,0.9199759326113117,6874,1.0,1.9
16,Random Forest,3,0,0.9163035768568244,0.9619189447931071,0.9385573430202387,9401,0.0,1.9
17,Random Forest,3,1,0.96139745525124,0.9152124820365428,0.937736642827093,9742,0.0,1.9
18,Random Forest,4,0,0.9251487111698612,0.958240629813452,0.9414039512400167,11686,1.0,1.9
19,Random Forest,4,1,0.9610659007499601,0.9300494132180358,0.9453033037746215,12952,1.0,1.9
