,Method,Fold,Class,Precision,Recall,F1-score,Support,ASR,TAP
0,Neural Network,0,0,0.9273378264532435,0.9567579313342025,0.9418181818181818,4602,1.0,1.9
1,Neural Network,0,1,0.9289285714285714,0.8828920570264766,0.9053254437869822,2946,1.0,1.9
2,Neural Network,1,0,0.9352103120759837,0.9292214357937311,0.9322062552831784,5934,1.0,1.9
3,Neural Network,1,1,0.9095022624434389,0.9170106452313709,0.9132410212029425,4603,1.0,1.9
4,Neural Network,2,0,0.9192594497300077,0.9448922954935906,0.931899641577061,7567,0.0,1.9
5,Neural Network,2,1,0.9353788935378894,0.9057623049219687,0.9203323930776854,6664,0.0,1.9
6,Neural Network,3,0,0.9404688463911166,0.923193379087606,0.9317510441071611,9908,1.0,1.9
7,Neural Network,3,1,0.9222040482518913,0.9396875,0.9308636879578991,9600,1.0,1.9
8,Neural Network,4,0,0.8987743650324868,0.9620643325693511,0.9293430545482307,12653,0.0,1.9
9,Neural Network,4,1,0.9610737166490958,0.8963091816669188,0.9275623214495363,13222,0.0,1.9
10,Random Forest,0,0,0.9328342245989305,0.9449620801733478,0.9388589881593111,4615,1.0,1.9
11,Random Forest,0,1,0.9201508959446715,0.9031163221228016,0.9115540330115228,3241,1.0,1.9
12,Random Forest,1,0,0.9343523417597491,0.9363707776904949,0.935360470819029,5092,1.0,1.9
13,Random Forest,1,1,0.9300669112885819,0.92786391042205,0.9289641047752506,4644,1.0,1.9
14,Random Forest,2,0,0.919640179910045,0.9590368980612883,0.9389254553803765,6396,0.0,1.9
15,Random Forest,2,1,0.9607725707441234,0.9229109736804257,0.9414612676056339,6953,0.0,1.9
16,Random Forest,3,0,0.9214755295836377,0.9527945619335347,0.9368733754177497,7944,1.0,1.9
17,Random Forest,3,1,0.9583240720160036,0.9304056970220113,0.9441585459323334,9268,1.0,1.9
18,Random Forest,4,0,0.9154516097465506,0.942664248286981,0.9288586605768754,9924,1.0,1.9
19,Random Forest,4,1,0.9549984182220816,0.9332251333178762,0.9439862408630731,12939,1.0,1.9
